OBJECTID,RowNumber,Incident_Type,Date_Occurred,Date_Received,File_Number,Investigation_Status,Disposition,Citizen_Arrested,UseOfForce_Reason,Citizen_Injured,Officer_Injured,Cit_Infl_Assmt,Report_Type,Sex,Race,Citizen_Age,Year,Force_Used
891,891,Use of force,2020/05/30 03:59:59+00,2020/06/08 03:59:59+00,IA2020-0253,Completed,Exonerated,No,Other (Explain in Narrative),No,Yes,Unknown,Complainant,No Sex Listed,No Race Listed,Other,2020,Other Less Lethal Munit
892,892,Use of force,2020/05/30 03:59:59+00,2020/06/08 03:59:59+00,IA2020-0253,Completed,Exonerated,No,Other (Explain in Narrative),No,Yes,Unknown,Complainant,No Sex Listed,No Race Listed,Other,2020,Chemical Munitions
893,893,Use of force,2020/05/30 03:59:59+00,2020/06/08 03:59:59+00,IA2020-0253,Completed,Exonerated,No,Other (Explain in Narrative),No,Yes,Unknown,Complainant,No Sex Listed,No Race Listed,Other,2020,Bean Bags
894,894,Use of force,2020/05/30 03:59:59+00,2020/06/17 03:59:59+00,IA2020-0232,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,White,18-25,2020,Chemical Munitions
895,895,Use of force,2020/06/11 03:59:59+00,2020/06/11 03:59:59+00,IA2020-0278,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,46-55,2020,Taser
896,896,Use of force,2020/06/11 03:59:59+00,2020/06/11 03:59:59+00,IA2020-0278,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,46-55,2020,Taser
897,897,Use of force,2020/06/11 03:59:59+00,2020/06/11 03:59:59+00,IA2020-0283,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,18-25,2020,Taser
898,898,Use of force,2020/06/11 03:59:59+00,2020/06/11 03:59:59+00,IA2020-0283,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,18-25,2020,Physical Force
899,899,Use of force,2020/06/11 03:59:59+00,2020/06/11 03:59:59+00,IA2020-0283,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,18-25,2020,Taser
900,900,Use of force,2020/04/21 03:59:59+00,2020/06/22 03:59:59+00,IA2020-0240,Completed,Partially Sustained,No,Non-Compliance,Yes,Yes,Alcohol and unknown drugs,Complainant,Male,White,36-45,2020,Physical Force
901,901,Use of force,2020/04/21 03:59:59+00,2020/06/22 03:59:59+00,IA2020-0240,Completed,Partially Sustained,No,Non-Compliance,Yes,Yes,Alcohol and unknown drugs,Complainant,Male,White,36-45,2020,
902,902,Use of force,2020/05/30 03:59:59+00,2020/06/01 03:59:59+00,IA2020-0284,Completed,Exonerated,No,Self Harming Behavior,Yes,No,Mentally unstable,Complainant,Female,White,26-35,2020,Physical Force
903,903,Use of force,2020/05/30 03:59:59+00,2020/06/01 03:59:59+00,IA2020-0284,Completed,Exonerated,No,Self Harming Behavior,Yes,No,Mentally unstable,Complainant,Female,White,26-35,2020,Physical Force
904,904,Use of force,2020/05/22 03:59:59+00,2020/05/22 03:59:59+00,IA2020-0259,Completed,Exonerated,Yes,Combative,No,No,Alcohol and unknown drugs,Complainant,Male,Black,36-45,2020,Impact Weapon
905,905,Use of force,2020/05/30 03:59:59+00,2020/06/29 03:59:59+00,IA2020-0249,Completed,Exonerated,No,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2020,Pepper Spray
906,906,Use of force,2020/05/30 03:59:59+00,2020/06/02 03:59:59+00,IA2020-0264,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,18-25,2020,Physical Force
907,907,Use of force,2020/05/30 03:59:59+00,2020/06/02 03:59:59+00,IA2020-0264,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,18-25,2020,Pepper Spray
908,908,Use of force,2020/06/12 03:59:59+00,2020/06/18 03:59:59+00,IA2020-0329,Completed,Exonerated,No,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Physical Force
909,909,Use of force,2020/06/12 03:59:59+00,2020/06/18 03:59:59+00,IA2020-0329,Completed,Exonerated,No,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Physical Force
910,910,Use of force,2020/06/18 03:59:59+00,2020/06/18 03:59:59+00,IA2020-0286,Completed,Exonerated,Yes,Fleeing,No,Yes,Unknown,Complainant,Male,Black,0-17,2020,Taser
911,911,Use of force,2020/07/02 03:59:59+00,2020/07/02 03:59:59+00,IA2020-0346,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,18-25,2020,Physical Force
912,912,Use of force,2020/07/02 03:59:59+00,2020/07/02 03:59:59+00,IA2020-0346,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,18-25,2020,Physical Force
913,913,Use of force,2020/07/02 03:59:59+00,2020/07/02 03:59:59+00,IA2020-0346,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,18-25,2020,Physical Force
914,914,Use of force,2020/07/02 03:59:59+00,2020/07/02 03:59:59+00,IA2020-0346,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,18-25,2020,Physical Force
915,915,Use of force,2020/06/30 03:59:59+00,2020/06/30 03:59:59+00,IA2020-0288,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,26-35,2020,Chemical Munitions
916,916,Use of force,2020/06/30 03:59:59+00,2020/06/30 03:59:59+00,IA2020-0288,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,26-35,2020,Pepper Spray
917,917,Use of force,2020/07/05 03:59:59+00,2020/07/05 03:59:59+00,IA2020-0304,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Hispanic,26-35,2020,Taser
918,918,Use of force,2020/07/05 03:59:59+00,2020/07/05 03:59:59+00,IA2020-0352,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2020,Taser
919,919,Use of force,2020/05/30 03:59:59+00,2020/07/28 03:59:59+00,IA2020-0307,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,18-25,2020,Taser
920,920,Use of force,2020/05/30 03:59:59+00,2020/07/28 03:59:59+00,IA2020-0307,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,18-25,2020,Taser
921,921,Use of force,2020/07/14 03:59:59+00,2020/07/14 03:59:59+00,IA2020-0362,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2020,Physical Force
922,922,Use of force,2020/07/02 03:59:59+00,2020/07/02 03:59:59+00,IA2020-0316,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2020,Taser
923,923,Use of force,2020/07/16 03:59:59+00,2020/07/16 03:59:59+00,IA2020-0313,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Taser
924,924,Use of force,2020/07/28 03:59:59+00,2020/07/28 03:59:59+00,IA2020-0359,Completed,Exonerated,No,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,46-55,2020,Canine
925,925,Use of force,2020/08/12 03:59:59+00,2020/08/12 03:59:59+00,IA2020-0432,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Physical Force
926,926,Use of force,2020/08/12 03:59:59+00,2020/08/12 03:59:59+00,IA2020-0432,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Physical Force
927,927,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Physical Force
928,928,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Taser
929,929,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Physical Force
930,930,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Physical Force
931,931,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Physical Force
932,932,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Taser
933,933,Use of force,2020/07/27 03:59:59+00,2020/07/27 03:59:59+00,IA2020-0368,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,0-17,2020,Physical Force
934,934,Use of force,2020/07/05 03:59:59+00,2020/07/05 03:59:59+00,IA2020-0339,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2020,Physical Force
935,935,Use of force,2020/07/05 03:59:59+00,2020/07/05 03:59:59+00,IA2020-0339,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2020,Physical Force
936,936,Use of force,2020/07/29 03:59:59+00,2020/07/29 03:59:59+00,IA2020-0338,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,0-17,2020,Taser
937,937,Use of force,2020/08/03 03:59:59+00,2020/08/03 03:59:59+00,IA2020-0371,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,Physical Force
938,938,Use of force,2020/08/03 03:59:59+00,2020/08/03 03:59:59+00,IA2020-0371,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,Physical Force
939,939,Use of force,2020/08/12 03:59:59+00,2020/08/12 03:59:59+00,IA2020-0377,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,0-17,2020,Taser
940,940,Use of force,2020/08/06 03:59:59+00,2020/08/06 03:59:59+00,IA2020-0355,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,White,26-35,2020,Taser
941,941,Use of force,2020/08/13 03:59:59+00,2020/08/13 03:59:59+00,IA2020-0391,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,46-55,2020,Physical Force
942,942,Use of force,2020/05/30 03:59:59+00,2020/08/20 03:59:59+00,IA2020-0344,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,No Race Listed,46-55,2020,Pepper Spray
943,943,Use of force,2020/08/06 03:59:59+00,2020/08/06 03:59:59+00,IA2020-0373,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,>55,2020,Taser
944,944,Use of force,2020/08/17 03:59:59+00,2020/08/17 03:59:59+00,IA2020-0410,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,Black,18-25,2020,Taser
945,945,Use of force,2020/08/17 03:59:59+00,2020/08/17 03:59:59+00,IA2020-0410,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,Black,18-25,2020,Physical Force
946,946,Use of force,2020/08/17 03:59:59+00,2020/08/17 03:59:59+00,IA2020-0410,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,Black,18-25,2020,Taser
947,947,Use of force,2020/08/11 03:59:59+00,2020/08/11 03:59:59+00,IA2020-0385,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Taser
948,948,Use of force,2020/08/11 03:59:59+00,2020/08/11 03:59:59+00,IA2020-0385,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Taser
949,949,Use of force,2020/08/24 03:59:59+00,2020/08/24 03:59:59+00,IA2020-0388,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Taser
950,950,Use of force,2020/08/19 03:59:59+00,2020/08/19 03:59:59+00,IA2020-0413,Completed,Exonerated,No,Fleeing,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2020,Taser
951,951,Use of force,2020/08/29 03:59:59+00,2020/08/29 03:59:59+00,IA2020-0437,Completed,Exonerated,No,Combative,No,No,None detected,Complainant,No Sex Listed,No Race Listed,Other,2020,Pepper Spray
952,952,Use of force,2018/07/03 03:59:59+00,2018/07/03 03:59:59+00,IA2018-0875,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2018,Physical Force
953,953,Use of force,2018/07/03 03:59:59+00,2018/07/03 03:59:59+00,IA2018-0876,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2018,Other
954,954,Use of force,2018/07/03 03:59:59+00,2018/07/03 03:59:59+00,IA2018-0877,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2018,Physical Force
955,955,Use of force,2019/02/24 05:00:00+00,2019/02/24 05:00:00+00,IA2019-0820,Completed,Exonerated,Yes,Other (Explain in Narrative),Yes,No,Unknown,Complainant,Male,White,18-25,2019,Physical Force
956,956,Use of force,2019/08/27 03:59:59+00,2019/08/27 03:59:59+00,IA2019-0822,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2019,Chemical Munitions
957,957,Use of force,2019/08/27 03:59:59+00,2019/08/27 03:59:59+00,IA2019-0822,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2019,Chemical Munitions
958,958,Use of force,2019/08/27 03:59:59+00,2019/08/27 03:59:59+00,IA2019-0822,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2019,Chemical Munitions
959,959,Use of force,2019/09/02 03:59:59+00,2019/09/02 03:59:59+00,IA2019-0823,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
960,960,Use of force,2019/09/02 03:59:59+00,2019/09/02 03:59:59+00,IA2019-0824,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
961,961,Use of force,2019/09/02 03:59:59+00,2019/09/02 03:59:59+00,IA2019-0825,Completed,Exonerated,Yes,Combative,No,No,Alcohol,Complainant,Male,Black,36-45,2019,Physical Force
962,962,Use of force,2019/10/15 03:59:59+00,2019/10/15 03:59:59+00,IA2019-0826,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Female,Black,18-25,2019,Physical Force
963,963,Use of force,2019/12/21 05:00:00+00,2019/12/21 05:00:00+00,IA2020-0381,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Taser
964,964,Use of force,2019/12/21 05:00:00+00,2019/12/21 05:00:00+00,IA2020-0381,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
965,965,Use of force,2020/08/22 03:59:59+00,2020/08/22 03:59:59+00,IA2020-0415,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,White,26-35,2020,Taser
966,966,Use of force,2020/07/14 03:59:59+00,2020/07/14 03:59:59+00,IA2020-0383,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2020,Taser
967,967,Use of force,2020/07/14 03:59:59+00,2020/07/14 03:59:59+00,IA2020-0383,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2020,Physical Force
968,968,Use of force,2020/08/21 03:59:59+00,2020/08/21 03:59:59+00,IA2020-0414,Completed,Exonerated,Yes,Non-Compliance,No,No,Alcohol,Complainant,Male,Black,26-35,2020,Taser
969,969,Use of force,2020/09/02 03:59:59+00,2020/09/02 03:59:59+00,IA2020-0441,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,0-17,2020,Taser
970,970,Use of force,2020/08/27 03:59:59+00,2020/08/27 03:59:59+00,IA2020-0436,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,Taser
971,971,Use of force,2020/08/27 03:59:59+00,2020/08/27 03:59:59+00,IA2020-0436,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,Physical Force
972,972,Use of force,2020/08/27 03:59:59+00,2020/08/27 03:59:59+00,IA2020-0436,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,Taser
973,973,Use of force,2020/08/27 03:59:59+00,2020/08/27 03:59:59+00,IA2020-0436,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,
974,974,Use of force,2020/08/27 03:59:59+00,2020/08/27 03:59:59+00,IA2020-0436,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2020,
975,975,Use of force,2020/09/04 03:59:59+00,2020/09/09 03:59:59+00,IA2020-0429,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,26-35,2020,Taser
976,976,Use of force,2020/09/10 03:59:59+00,2020/09/10 03:59:59+00,IA2020-0447,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,18-25,2020,Physical Force
977,977,Use of force,2020/08/29 03:59:59+00,2020/08/29 03:59:59+00,IA2020-0438,Completed,Exonerated,Yes,Non-Compliance,No,No,Mentally unstable,Complainant,Male,Black,0-17,2020,Taser
978,978,Use of force,2020/09/05 03:59:59+00,2020/09/06 03:59:59+00,IA2020-0451,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,0-17,2020,Physical Force
979,979,Use of force,2020/08/24 03:59:59+00,2020/08/24 03:59:59+00,IA2020-0434,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,0-17,2020,Taser
980,980,Use of force,2020/08/31 03:59:59+00,2020/08/31 03:59:59+00,IA2020-0439,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,26-35,2020,Taser
981,981,Use of force,2020/09/12 03:59:59+00,2020/09/12 03:59:59+00,IA2020-0448,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,46-55,2020,
982,982,Use of force,2020/09/04 03:59:59+00,2020/09/04 03:59:59+00,IA2020-0443,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Female,White,26-35,2020,Taser
983,983,Use of force,2020/09/04 03:59:59+00,2020/09/04 03:59:59+00,IA2020-0443,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Female,White,26-35,2020,Taser
984,984,Use of force,2020/09/09 03:59:59+00,2020/09/09 03:59:59+00,IA2020-0446,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,18-25,2020,Taser
985,985,Use of force,2020/09/14 03:59:59+00,2020/09/14 03:59:59+00,IA2020-0470,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2020,Physical Force
986,986,Use of force,2020/09/27 03:59:59+00,2020/09/27 03:59:59+00,IA2020-0460,Completed,Exonerated,Yes,Other (Explain in Narrative),No,No,None detected,Complainant,Male,Black,18-25,2020,Pepper Spray
987,987,Use of force,2020/09/13 03:59:59+00,2020/09/13 03:59:59+00,IA2020-0449,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,46-55,2020,Taser
988,988,Use of force,2020/09/28 03:59:59+00,2020/09/28 03:59:59+00,IA2020-0461,Completed,Exonerated,Yes,Fleeing,No,No,Drugs,Complainant,Female,White,36-45,2020,Physical Force
989,989,Use of force,2020/09/24 03:59:59+00,2020/09/24 03:59:59+00,IA2020-0519,Completed,Exonerated,No,Combative,Yes,No,Mentally unstable,Complainant,Female,Black,18-25,2020,Physical Force
990,990,Use of force,2020/10/01 03:59:59+00,2020/10/01 03:59:59+00,IA2020-0502,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,White,26-35,2020,Taser
991,991,Use of force,2020/10/04 03:59:59+00,2020/10/04 03:59:59+00,IA2020-0500,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Other
992,992,Use of force,2020/09/26 03:59:59+00,2020/09/26 03:59:59+00,IA2020-0486,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,36-45,2020,Physical Force
993,993,Use of force,2020/09/26 03:59:59+00,2020/09/26 03:59:59+00,IA2020-0486,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,36-45,2020,Physical Force
994,994,Use of force,2020/09/26 03:59:59+00,2020/09/26 03:59:59+00,IA2020-0486,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,36-45,2020,Physical Force
995,995,Use of force,2020/09/26 03:59:59+00,2020/09/26 03:59:59+00,IA2020-0486,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,36-45,2020,Physical Force
996,996,Use of force,2020/09/27 03:59:59+00,2020/09/27 03:59:59+00,IA2020-0487,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,>55,2020,Physical Force
997,997,Use of force,2020/09/27 03:59:59+00,2020/09/27 03:59:59+00,IA2020-0487,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,>55,2020,Physical Force
998,998,Use of force,2020/09/27 03:59:59+00,2020/09/27 03:59:59+00,IA2020-0487,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,>55,2020,Physical Force
999,999,Use of force,2020/09/27 03:59:59+00,2020/09/27 03:59:59+00,IA2020-0487,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,>55,2020,Physical Force
1000,1000,Use of force,2020/09/07 03:59:59+00,2020/09/07 03:59:59+00,IA2020-0453,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Physical Force
1001,1001,Use of force,2020/09/07 03:59:59+00,2020/09/07 03:59:59+00,IA2020-0453,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Taser
1002,1002,Use of force,2020/09/07 03:59:59+00,2020/09/07 03:59:59+00,IA2020-0453,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,26-35,2020,Taser
1003,1003,Use of force,2020/09/19 03:59:59+00,2020/09/19 03:59:59+00,IA2020-0457,Completed,Exonerated,Yes,Combative,No,Yes,Unknown,Complainant,Male,Black,26-35,2020,Physical Force
1004,1004,Use of force,2020/09/20 03:59:59+00,2020/09/21 03:59:59+00,IA2020-0472,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,36-45,2020,Impact Weapon
1005,1005,Use of force,2020/09/28 03:59:59+00,2020/09/28 03:59:59+00,IA2020-0478,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2020,Taser
